"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Bike.Key"
"0h 23m 41s","5/26/2012 10:42","5/26/2012 11:06","Lamont & Mt Pleasant NW","14th & Rhode Island Ave NW","W01130","Registered"
"0h 27m 46s","4/3/2012 13:51","4/3/2012 14:19","19th St & Pennsylvania Ave NW","Columbus Circle / Union Station","W00455","Registered"
"0h 32m 31s","6/3/2012 17:54","6/3/2012 18:27","Georgetown Harbor / 30th St NW","4th & East Capitol St NE","W20132","Registered"
"0h 5m 2s","5/24/2012 15:50","5/24/2012 15:55","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Lincoln Park / 13th & East Capitol St NE ","W00422","Registered"
"0h 5m 47s","4/12/2012 12:23","4/12/2012 12:29","Idaho Ave & Newark St NW [on 2nd District patio]","Connecticut Ave & Newark St NW / Cleveland Park","W00399","Registered"
"0h 11m 44s","4/18/2012 20:45","4/18/2012 20:57","14th & R St NW","1st & Rhode Island Ave NW","W00628","Registered"
"1h 13m 7s","5/13/2012 2:35","5/13/2012 3:49","Clarendon Metro / Wilson Blvd & N Highland St","Lynn & 19th St North","W00416","Casual"
"0h 8m 32s","6/29/2012 18:37","6/29/2012 18:45","3rd & H St NE","Lincoln Park / 13th & East Capitol St NE ","W00446","Registered"
"0h 13m 17s","4/30/2012 7:24","4/30/2012 7:37","N Adams St & Lee Hwy","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00970","Registered"
"0h 4m 58s","4/5/2012 20:58","4/5/2012 21:03","Metro Center / 12th & G St NW","Convention Center / 7th & M St NW","W00446","Registered"
"0h 5m 31s","5/13/2012 17:17","5/13/2012 17:23","M St & Pennsylvania Ave NW","21st & I St NW","W20031","Registered"
"0h 5m 47s","6/11/2012 7:42","6/11/2012 7:47","New Hampshire Ave & T St NW [formerly 16th & U St NW]","17th & K St NW [formerly 17th & L St NW]","W00083","Registered"
"0h 12m 14s","5/27/2012 3:38","5/27/2012 3:50","14th & Rhode Island Ave NW","16th & Harvard St NW","W20071","Registered"
"0h 4m 23s","6/13/2012 23:39","6/13/2012 23:43","Tenleytown / Wisconsin Ave & Albemarle St NW","Idaho Ave & Newark St NW [on 2nd District patio]","W01222","Registered"
"0h 4m 50s","5/13/2012 0:53","5/13/2012 0:58","6th & H St NE","13th & D St NE","W01403","Registered"
"0h 14m 4s","5/10/2012 8:46","5/10/2012 9:00","North Capitol St & F St NW","13th St & New York Ave NW","W00971","Registered"
"0h 27m 56s","4/11/2012 12:29","4/11/2012 12:57","Smithsonian / Jefferson Dr & 12th St SW","19th St & Constitution Ave NW","W01181","Casual"
"0h 13m 47s","6/11/2012 18:11","6/11/2012 18:24","1st & M St NE","10th & Monroe St NE","W01481","Registered"
"0h 7m 20s","5/25/2012 9:58","5/25/2012 10:05","20th St & Florida Ave NW","19th & L St NW","W00552","Registered"
"0h 4m 20s","5/17/2012 1:15","5/17/2012 1:19","Court House Metro / Wilson Blvd & N Uhle St","N Adams St & Lee Hwy","W01244","Casual"
"0h 0m 24s","6/22/2012 8:24","6/22/2012 8:25","N Rhodes & 16th St N","N Rhodes & 16th St N","W00207","Registered"
"0h 46m 50s","6/21/2012 15:04","6/21/2012 15:51","Jefferson Memorial","14th & D St NW / Ronald Reagan Building","W20158","Casual"
"0h 11m 29s","6/23/2012 16:26","6/23/2012 16:38","13th St & New York Ave NW","19th St & Pennsylvania Ave NW","W00174","Casual"
"0h 21m 47s","5/18/2012 17:56","5/18/2012 18:17","14th & G St NW","15th St & Massachusetts Ave SE","W00030","Registered"
"0h 26m 47s","5/20/2012 3:02","5/20/2012 3:29","California St & Florida Ave NW","14th & V St NW","W00486","Registered"
"0h 15m 35s","6/23/2012 1:50","6/23/2012 2:05","New Hampshire Ave & T St NW [formerly 16th & U St NW]","6th & H St NE","W00334","Registered"
"0h 15m 49s","6/24/2012 10:32","6/24/2012 10:48","Massachusetts Ave & Dupont Circle NW","7th & F St NW / National Portrait Gallery","W01044","Registered"
"0h 10m 55s","5/8/2012 17:31","5/8/2012 17:42","17th & K St NW [formerly 17th & L St NW]","Metro Center / 12th & G St NW","W00081","Registered"
"0h 9m 59s","6/2/2012 23:58","6/3/2012 0:08","Calvert St & Woodley Pl NW","Connecticut Ave & Newark St NW / Cleveland Park","W20003","Registered"
"0h 9m 22s","6/3/2012 16:30","6/3/2012 16:39","Eastern Market / 7th & North Carolina Ave SE","4th & E St SW","W00510","Registered"
"0h 26m 47s","4/14/2012 14:23","4/14/2012 14:50","Massachusetts Ave & Dupont Circle NW","5th & F St NW","W01182","Casual"
"0h 8m 21s","6/4/2012 17:48","6/4/2012 17:56","7th & F St NW / National Portrait Gallery","North Capitol St & F St NW","W01428","Registered"
"0h 4m 6s","4/11/2012 17:08","4/11/2012 17:12","17th & Rhode Island Ave NW","17th & Corcoran St NW","W00571","Registered"
"0h 16m 41s","6/6/2012 14:36","6/6/2012 14:53","19th & E Street NW","5th & F St NW","W01361","Registered"
"0h 24m 24s","5/26/2012 12:40","5/26/2012 13:04","Columbia Rd & Belmont St NW","Georgetown Harbor / 30th St NW","W00367","Registered"
"0h 16m 22s","5/19/2012 14:50","5/19/2012 15:07","Massachusetts Ave & Dupont Circle NW","California St & Florida Ave NW","W00082","Registered"
"0h 4m 10s","4/6/2012 17:19","4/6/2012 17:23","21st & I St NW","M St & Pennsylvania Ave NW","W01358","Registered"
"0h 4m 5s","5/5/2012 15:19","5/5/2012 15:23","4th & East Capitol St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01228","Casual"
"0h 11m 11s","5/2/2012 11:26","5/2/2012 11:38","7th & F St NW / National Portrait Gallery","17th & K St NW / Farragut Square","W00791","Registered"
"1h 15m 4s","6/17/2012 12:33","6/17/2012 13:48","15th & N Scott St","20th & Crystal Dr","W01395","Casual"
"0h 8m 8s","5/1/2012 17:46","5/1/2012 17:54","D St & Maryland Ave NE","4th & E St SW","W00977","Registered"
"0h 8m 1s","4/20/2012 9:07","4/20/2012 9:15","4th & East Capitol St NE","Maryland & Independence Ave SW","W01362","Registered"
"0h 20m 57s","5/16/2012 14:35","5/16/2012 14:56","21st & I St NW","Columbus Circle / Union Station","W20085","Registered"
"0h 11m 44s","4/1/2012 15:26","4/1/2012 15:38","California St & Florida Ave NW","Thomas Circle","W01427","Registered"
"0h 3m 0s","6/5/2012 16:50","6/5/2012 16:53","Court House Metro / Wilson Blvd & N Uhle St","Clarendon Blvd & Pierce St","W00784","Registered"
"0h 4m 11s","6/21/2012 20:14","6/21/2012 20:18","7th & F St NW / National Portrait Gallery","14th & G St NW","W00070","Registered"
"0h 4m 30s","6/19/2012 8:00","6/19/2012 8:04","Florida Ave & R St NW","7th & R St NW / Shaw Library","W20163","Registered"
"0h 8m 11s","4/1/2012 13:00","4/1/2012 13:08","Columbia Rd & Belmont St NW","19th St & Pennsylvania Ave NW","W00148","Registered"
"0h 8m 20s","5/27/2012 10:24","5/27/2012 10:33","13th St & New York Ave NW","Jefferson Dr & 14th St SW","W01275","Registered"
"0h 12m 19s","6/19/2012 20:53","6/19/2012 21:05","New Hampshire Ave & T St NW [formerly 16th & U St NW]","Florida Ave & R St NW","W01435","Registered"
"0h 1m 57s","5/20/2012 10:00","5/20/2012 10:02","11th & H St NE","11th & H St NE","W20030","Registered"
"0h 12m 31s","4/9/2012 19:45","4/9/2012 19:57","14th & G St NW","Maryland & Independence Ave SW","W00597","Registered"
"0h 15m 15s","6/26/2012 17:53","6/26/2012 18:08","McPherson Square - 14th & H St NW","California St & Florida Ave NW","W00913","Registered"
"0h 10m 5s","5/4/2012 18:46","5/4/2012 18:56","4th St & Massachusetts Ave NW","11th & H St NE","W01426","Registered"
"0h 11m 57s","5/15/2012 8:58","5/15/2012 9:10","Columbia Rd & Georgia Ave NW","17th & Rhode Island Ave NW","W01405","Registered"
"0h 3m 41s","5/5/2012 14:18","5/5/2012 14:22","6th & H St NE","Columbus Circle / Union Station","W00026","Registered"
"1h 20m 56s","4/1/2012 11:24","4/1/2012 12:45","21st & M St NW","Maryland & Independence Ave SW","W00668","Casual"
"0h 6m 32s","6/7/2012 17:21","6/7/2012 17:27","14th & Rhode Island Ave NW","14th & V St NW","W01390","Registered"
"0h 9m 11s","6/20/2012 16:48","6/20/2012 16:57","US Dept of State / Virginia Ave & 21st St NW","Massachusetts Ave & Dupont Circle NW","W00134","Registered"
"0h 10m 6s","4/17/2012 19:15","4/17/2012 19:25","Potomac & Pennsylvania Ave SE","3rd & D St SE","W01009","Registered"
"0h 7m 54s","4/3/2012 18:24","4/3/2012 18:32","21st & I St NW","20th & O St NW / Dupont South","W00533","Registered"
"0h 9m 12s","6/16/2012 9:38","6/16/2012 9:48","Columbia Rd & Georgia Ave NW","14th & V St NW","W20006","Registered"
"0h 26m 55s","6/24/2012 10:55","6/24/2012 11:22","16th & Harvard St NW","Maryland & Independence Ave SW","W01360","Casual"
"0h 6m 54s","6/3/2012 16:51","6/3/2012 16:57","17th & Corcoran St NW","10th & U St NW","W00039","Registered"
"0h 12m 5s","6/18/2012 16:56","6/18/2012 17:08","M St & New Jersey Ave SE","1st & M St NE","W00488","Casual"
"0h 9m 16s","6/26/2012 9:33","6/26/2012 9:43","15th & P St NW","Columbia Rd & Belmont St NW","W01166","Registered"
"0h 3m 42s","5/24/2012 5:26","5/24/2012 5:30","16th & Harvard St NW","Calvert St & Woodley Pl NW","W00798","Registered"
"1h 59m 50s","4/26/2012 9:49","4/26/2012 11:49","Jefferson Dr & 14th St SW","Jefferson Dr & 14th St SW","W00778","Casual"
"0h 12m 51s","6/16/2012 12:16","6/16/2012 12:29","4th & M St SW","8th & H St NW","W01452","Registered"
"0h 3m 51s","4/8/2012 21:15","4/8/2012 21:18","Convention Center / 7th & M St NW","Convention Center / 7th & M St NW","W00068","Registered"
"0h 7m 30s","4/23/2012 8:57","4/23/2012 9:04","7th & R St NW / Shaw Library","5th St & K St NW","W20063","Registered"
"0h 10m 35s","5/20/2012 10:02","5/20/2012 10:12","Thomas Circle","Jefferson Dr & 14th St SW","W01493","Casual"
"0h 5m 39s","6/30/2012 17:29","6/30/2012 17:35","Park Rd & Holmead Pl NW","Columbia Rd & Georgia Ave NW","W01300","Casual"
"0h 44m 30s","6/11/2012 16:26","6/11/2012 17:10","S Glebe & Potomac Ave","Lynn & 19th St North","W20014","Registered"
"0h 4m 53s","4/15/2012 15:33","4/15/2012 15:38","S Joyce & Army Navy Dr","12th & Hayes St","W00899","Casual"
"0h 25m 13s","6/2/2012 17:02","6/2/2012 17:27","Connecticut Ave & Newark St NW / Cleveland Park","39th & Calvert St NW / Stoddert","W00603","Registered"
"0h 23m 46s","6/27/2012 9:42","6/27/2012 10:06","17th & K St NW [formerly 17th & L St NW]","Smithsonian / Jefferson Dr & 12th St SW","W01180","Registered"
"0h 12m 2s","4/1/2012 12:30","4/1/2012 12:42","5th & F St NW","Lincoln Park / 13th & East Capitol St NE ","W00100","Registered"
"0h 16m 19s","4/1/2012 17:36","4/1/2012 17:52","Tenleytown / Wisconsin Ave & Albemarle St NW","Idaho Ave & Newark St NW [on 2nd District patio]","W00060","Casual"
"0h 9m 22s","6/16/2012 10:46","6/16/2012 10:55","15th & P St NW","New York Ave & 15th St NW","W20113","Registered"
"1h 20m 41s","4/16/2012 13:19","4/16/2012 14:40","M St & Pennsylvania Ave NW","Massachusetts Ave & Dupont Circle NW","W00820","Casual"
"0h 10m 3s","6/21/2012 6:10","6/21/2012 6:21","17th & Corcoran St NW","Harvard St & Adams Mill Rd NW","W20080","Registered"
"0h 15m 39s","4/20/2012 11:54","4/20/2012 12:10","14th & R St NW","14th & G St NW","W20107","Registered"
"0h 0m 27s","5/17/2012 18:51","5/17/2012 18:52","19th & E Street NW","19th & E Street NW","W00119","Registered"
"0h 3m 32s","6/10/2012 13:42","6/10/2012 13:46","Virginia Square Metro / N Monroe St & 9th St N","Ballston Metro / N Stuart & 9th St N","W00348","Registered"
"2h 10m 43s","6/22/2012 17:29","6/22/2012 19:40","Maryland & Independence Ave SW","Maryland & Independence Ave SW","W00489","Casual"
"2h 13m 5s","6/23/2012 13:25","6/23/2012 15:38","19th St & Constitution Ave NW","19th St & Constitution Ave NW","W00852","Casual"
"2h 47m 58s","6/28/2012 18:17","6/28/2012 21:05","7th & F St NW / National Portrait Gallery","10th St & Constitution Ave NW","W00512","Registered"
"0h 7m 57s","5/31/2012 18:35","5/31/2012 18:43","20th St & Florida Ave NW","Adams Mill & Columbia Rd NW","W20040","Registered"
"0h 5m 53s","5/16/2012 21:29","5/16/2012 21:35","18th & M St NW","17th & Corcoran St NW","W01297","Registered"
"0h 5m 49s","6/30/2012 12:20","6/30/2012 12:26","17th & K St NW / Farragut Square","17th & Corcoran St NW","W00173","Registered"
"0h 0m 33s","5/30/2012 8:49","5/30/2012 8:50","Convention Center / 7th & M St NW","Convention Center / 7th & M St NW","W20179","Registered"
"0h 59m 10s","6/26/2012 20:45","6/26/2012 21:44","Eastern Market / 7th & North Carolina Ave SE","Eastern Market / 7th & North Carolina Ave SE","W00923","Casual"
"0h 5m 44s","4/14/2012 18:51","4/14/2012 18:57","17th & K St NW [formerly 17th & L St NW]","17th & Corcoran St NW","W00485","Registered"
"0h 6m 46s","5/3/2012 18:32","5/3/2012 18:39","14th & D St SE","M St & New Jersey Ave SE","W00642","Registered"
"0h 9m 34s","6/13/2012 21:56","6/13/2012 22:06","8th & H St NW","McPherson Square - 14th & H St NW","W00937","Registered"
"0h 11m 24s","4/7/2012 11:57","4/7/2012 12:08","20th & O St NW / Dupont South","C & O Canal & Wisconsin Ave NW","W00510","Casual"
"0h 27m 41s","5/3/2012 17:49","5/3/2012 18:17","Jefferson Dr & 14th St SW","Massachusetts Ave & Dupont Circle NW","W01433","Casual"
"0h 6m 40s","6/25/2012 7:11","6/25/2012 7:18","Convention Center / 7th & M St NW","4th St & Massachusetts Ave NW","W00769","Registered"
"0h 32m 58s","5/26/2012 11:31","5/26/2012 12:04","Lamont & Mt Pleasant NW","Georgetown Harbor / 30th St NW","W20102","Casual"
"0h 59m 33s","4/6/2012 13:50","4/6/2012 14:50","Eastern Market / 7th & North Carolina Ave SE","Georgetown Harbor / 30th St NW","W01392","Registered"
"0h 5m 44s","5/4/2012 17:13","5/4/2012 17:19","Eastern Market Metro / Pennsylvania Ave & 7th St SE","D St & Maryland Ave NE","W20063","Registered"
"0h 19m 24s","4/19/2012 7:14","4/19/2012 7:33","14th & Harvard St NW","US Dept of State / Virginia Ave & 21st St NW","W00981","Casual"
"0h 3m 32s","6/10/2012 19:05","6/10/2012 19:08","California St & Florida Ave NW","14th & V St NW","W00460","Registered"
"1h 17m 13s","4/19/2012 16:33","4/19/2012 17:50","20th & E St NW","M St & Pennsylvania Ave NW","W00983","Casual"
"0h 17m 30s","5/28/2012 17:54","5/28/2012 18:12","21st & M St NW","USDA / 12th & Independence Ave SW","W20043","Registered"
"0h 9m 55s","5/11/2012 14:02","5/11/2012 14:12","3rd & D St SE","4th & E St SW","W00465","Registered"
"0h 10m 17s","5/17/2012 21:15","5/17/2012 21:25","1st & N ST SE","4th & East Capitol St NE","W01453","Casual"
"0h 18m 35s","6/9/2012 18:08","6/9/2012 18:26","4th & E St SW","19th St & Constitution Ave NW","W01251","Casual"
"0h 8m 16s","5/18/2012 7:21","5/18/2012 7:29","13th & H St NE","1st & M St NE","W00597","Registered"
"0h 21m 27s","4/30/2012 16:35","4/30/2012 16:56","19th & E Street NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01329","Registered"
"0h 4m 39s","4/9/2012 9:23","4/9/2012 9:27","14th & Rhode Island Ave NW","Massachusetts Ave & Dupont Circle NW","W00862","Registered"
"1h 50m 25s","6/5/2012 8:48","6/5/2012 10:39","Massachusetts Ave & Dupont Circle NW","17th & K St NW [formerly 17th & L St NW]","W00026","Registered"
"0h 4m 22s","4/5/2012 12:00","4/5/2012 12:04","14th & G St NW","8th & H St NW","W00351","Registered"
"0h 13m 16s","5/18/2012 15:41","5/18/2012 15:54","4th & D St NW / Judiciary Square","3rd & D St SE","W00213","Registered"
"0h 50m 21s","4/21/2012 16:19","4/21/2012 17:09","20th & O St NW / Dupont South","McPherson Square - 14th & H St NW","W00503","Casual"
"0h 4m 47s","4/4/2012 20:07","4/4/2012 20:12","1st & Rhode Island Ave NW","7th & T St NW","W00695","Registered"
"0h 30m 22s","6/23/2012 19:08","6/23/2012 19:38","USDA / 12th & Independence Ave SW","10th St & Constitution Ave NW","W20122","Casual"
"0h 6m 35s","4/18/2012 7:27","4/18/2012 7:34","13th & D St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01112","Registered"
"0h 9m 9s","5/3/2012 21:50","5/3/2012 21:59","21st & I St NW","19th & L St NW","W00918","Registered"
"0h 16m 52s","5/10/2012 9:17","5/10/2012 9:34","Harvard St & Adams Mill Rd NW","20th St & Florida Ave NW","W01248","Registered"
"0h 11m 27s","5/13/2012 11:28","5/13/2012 11:39","3000 Connecticut Ave NW / National Zoo","3000 Connecticut Ave NW / National Zoo","W00778","Registered"
"0h 5m 32s","6/18/2012 19:04","6/18/2012 19:09","Massachusetts Ave & Dupont Circle NW","Thomas Circle","W01151","Registered"
"0h 14m 6s","6/26/2012 18:27","6/26/2012 18:41","4th St & Massachusetts Ave NW","6th & H St NE","W00838","Registered"
"0h 27m 59s","5/25/2012 6:33","5/25/2012 7:01","Connecticut Ave & Newark St NW / Cleveland Park","Thomas Circle","W00464","Registered"
"0h 12m 11s","5/9/2012 15:06","5/9/2012 15:18","N Quincy St & Glebe Rd","Clarendon Metro / Wilson Blvd & N Highland St","W00478","Registered"
"0h 20m 6s","6/4/2012 19:37","6/4/2012 19:57","US Dept of State / Virginia Ave & 21st St NW","N Adams St & Lee Hwy","W00186","Registered"
"0h 8m 58s","6/20/2012 16:18","6/20/2012 16:27","Thomas Circle","Florida Ave & R St NW","W01347","Registered"
"0h 8m 35s","6/26/2012 23:38","6/26/2012 23:47","3000 Connecticut Ave NW / National Zoo","Van Ness Metro / UDC","W01356","Registered"
"0h 4m 56s","5/17/2012 8:33","5/17/2012 8:38","N Adams St & Lee Hwy","Court House Metro / Wilson Blvd & N Uhle St","W01244","Registered"
"0h 3m 55s","5/12/2012 16:11","5/12/2012 16:15","Columbus Circle / Union Station","D St & Maryland Ave NE","W01367","Registered"
"0h 7m 35s","4/3/2012 13:53","4/3/2012 14:00","M St & Pennsylvania Ave NW","Massachusetts Ave & Dupont Circle NW","W00022","Registered"
"0h 15m 0s","5/8/2012 9:19","5/8/2012 9:34","7th & R St NW / Shaw Library","19th St & Pennsylvania Ave NW","W00508","Registered"
"0h 8m 1s","6/21/2012 7:20","6/21/2012 7:28","14th & V St NW","21st & M St NW","W20176","Registered"
"0h 13m 56s","4/14/2012 21:09","4/14/2012 21:23","7th & Water St SW / SW Waterfront","Metro Center / 12th & G St NW","W01392","Registered"
"0h 1m 56s","4/14/2012 12:50","4/14/2012 12:52","15th St & Massachusetts Ave SE","14th & D St SE","W00012","Registered"
"0h 18m 39s","4/25/2012 12:51","4/25/2012 13:10","17th & K St NW / Farragut Square","14th & D St NW / Ronald Reagan Building","W00619","Registered"
"0h 10m 45s","6/2/2012 13:27","6/2/2012 13:38","17th & Rhode Island Ave NW","McPherson Square - 14th & H St NW","W00911","Registered"
"0h 11m 17s","6/13/2012 16:56","6/13/2012 17:07","18th & M St NW","37th & O St NW / Georgetown University","W00594","Registered"
"0h 30m 30s","5/8/2012 17:13","5/8/2012 17:43","Lynn & 19th St North","20th & Bell St","W01304","Registered"
"0h 14m 23s","5/11/2012 18:01","5/11/2012 18:16","13th St & New York Ave NW","17th & Rhode Island Ave NW","W01197","Registered"
"0h 11m 18s","6/11/2012 8:42","6/11/2012 8:54","14th & V St NW","20th & O St NW / Dupont South","W00487","Registered"
"0h 23m 21s","4/2/2012 19:01","4/2/2012 19:24","Smithsonian / Jefferson Dr & 12th St SW","12th & Army Navy Dr","W00561","Registered"
"0h 18m 24s","4/7/2012 22:55","4/7/2012 23:14","19th St & Constitution Ave NW","17th & K St NW / Farragut Square","W00087","Casual"
"0h 5m 13s","6/29/2012 15:02","6/29/2012 15:07","Tenleytown / Wisconsin Ave & Albemarle St NW","Ward Circle / American University","W01392","Registered"
"0h 4m 34s","4/27/2012 8:19","4/27/2012 8:23","New Hampshire Ave & T St NW [formerly 16th & U St NW]","17th & Rhode Island Ave NW","W20048","Registered"
"0h 6m 30s","5/6/2012 13:56","5/6/2012 14:03","15th St & Massachusetts Ave SE","Eastern Market / 7th & North Carolina Ave SE","W00169","Registered"
"0h 9m 26s","6/23/2012 11:22","6/23/2012 11:31","Eastern Market / 7th & North Carolina Ave SE","Potomac & Pennsylvania Ave SE","W01341","Registered"
"0h 24m 53s","4/23/2012 8:03","4/23/2012 8:28","Massachusetts Ave & Dupont Circle NW","36th & Calvert St NW / Glover Park","W00291","Registered"
"0h 9m 49s","4/14/2012 21:50","4/14/2012 22:00","Metro Center / 12th & G St NW","17th & K St NW / Farragut Square","W01068","Casual"
"0h 16m 26s","6/10/2012 18:51","6/10/2012 19:07","4th St & Massachusetts Ave NW","Lincoln Park / 13th & East Capitol St NE ","W00556","Registered"
"0h 10m 29s","6/26/2012 17:19","6/26/2012 17:30","Calvert St & Woodley Pl NW","Park Rd & Holmead Pl NW","W00835","Registered"
"3h 45m 42s","4/7/2012 21:03","4/8/2012 0:48","M St & New Jersey Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01264","Registered"
"0h 10m 49s","5/21/2012 20:16","5/21/2012 20:27","Massachusetts Ave & Dupont Circle NW","Harvard St & Adams Mill Rd NW","W00611","Registered"
