"Duration","Start.date","Start.Station","End.date","End.Station","Bike.","Member.Type"
"0h 11m 3s","3/7/2014 12:09","North Capitol St & G Pl NE","3/7/2014 12:20","Washington & Independence Ave SW/HHS","W21119","Registered"
"0h 16m 53s","3/24/2014 5:03","1st & Rhode Island Ave NW","3/24/2014 5:20","US Dept of State / Virginia Ave & 21st St NW","W01111","Registered"
"0h 19m 44s","1/15/2014 20:58","11th & F St NW","1/15/2014 21:18","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00456","Registered"
"0h 24m 21s","1/25/2014 14:55","Jefferson Dr & 14th St SW","1/25/2014 15:19","Lincoln Memorial","W00387","Casual"
"0h 15m 14s","1/28/2014 16:00","Potomac Ave & 8th St SE","1/28/2014 16:16","Columbus Circle / Union Station","W20003","Registered"
"0h 4m 0s","2/14/2014 20:39","11th & H St NE","2/14/2014 20:43","3rd & H St NE","W01301","Registered"
"0h 9m 39s","1/8/2014 5:59","20th St & Florida Ave NW","1/8/2014 6:08","US Dept of State / Virginia Ave & 21st St NW","W21227","Registered"
"0h 10m 14s","3/20/2014 9:01","6th & H St NE","3/20/2014 9:11","6th St & Indiana Ave NW","W21351","Registered"
"0h 7m 14s","3/1/2014 18:04","Eastern Market Metro / Pennsylvania Ave & 7th St SE","3/1/2014 18:11","13th & D St NE","W20587","Registered"
"0h 6m 33s","3/8/2014 14:24","13th & U St NW","3/8/2014 14:30","17th & Corcoran St NW","W20743","Registered"
"0h 5m 53s","1/17/2014 9:01","12th & Hayes St /  Pentagon City Metro","1/17/2014 9:07","20th & Crystal Dr","W00293","Registered"
"0h 12m 26s","3/15/2014 19:11","15th & P St NW","3/15/2014 19:23","Massachusetts Ave & Dupont Circle NW","W01228","Registered"
"0h 5m 21s","2/11/2014 12:35","5th St & Massachusetts Ave NW","2/11/2014 12:40","North Capitol St & F St NW","W21502","Registered"
"0h 44m 20s","3/21/2014 15:01","Washington & Independence Ave SW/HHS","3/21/2014 15:45","10th St & Constitution Ave NW","W00366","Casual"
"0h 18m 25s","1/15/2014 7:05","10th & U St NW","1/15/2014 7:23","19th & E Street NW","W20409","Registered"
"0h 28m 1s","2/1/2014 12:34","Anacostia Ave & Benning Rd NE / River Terrace ","2/1/2014 13:02","8th & Eye St SE / Barracks Row","W01125","Registered"
"0h 29m 18s","1/15/2014 18:46","Lincoln Memorial","1/15/2014 19:15","7th & F St NW / National Portrait Gallery","W20172","Casual"
"0h 8m 4s","2/10/2014 5:44","15th & F St NE","2/10/2014 5:52","Columbus Circle / Union Station","W20892","Registered"
"0h 3m 9s","3/29/2014 17:42","19th & L St NW","3/29/2014 17:45","22nd & I St NW / Foggy Bottom","W00230","Registered"
"0h 19m 18s","3/13/2014 19:58","1st & Rhode Island Ave NW","3/13/2014 20:18","Adams Mill & Columbia Rd NW","W20862","Registered"
"0h 24m 2s","1/20/2014 16:59","6th St & Indiana Ave NW","1/20/2014 17:23","17th & K St NW","W20362","Casual"
"0h 7m 11s","2/28/2014 8:00","8th & East Capitol St NE","2/28/2014 8:08","Columbus Circle / Union Station","W20685","Registered"
"0h 11m 14s","3/20/2014 19:50","14th & Rhode Island Ave NW","3/20/2014 20:01","Florida Ave & R St NW","W01371","Registered"
"0h 12m 42s","2/2/2014 13:38","14th & R St NW","2/2/2014 13:50","1st & M St NE","W20930","Registered"
"0h 7m 48s","1/22/2014 17:55","11th & K St NW","1/22/2014 18:03","8th & D St NW","W00811","Registered"
"0h 15m 33s","2/20/2014 22:04","Adams Mill & Columbia Rd NW","2/20/2014 22:19","Georgia & New Hampshire Ave NW","W21501","Registered"
"0h 9m 26s","1/27/2014 15:07","6th St & Indiana Ave NW","1/27/2014 15:16","3rd & D St SE","W20366","Registered"
"0h 19m 5s","3/15/2014 16:50","14th & G St NW","3/15/2014 17:09","Jefferson Dr & 14th St SW","W20596","Casual"
"0h 3m 32s","2/21/2014 21:19","Columbus Circle / Union Station","2/21/2014 21:23","8th & F St NE","W20683","Registered"
"2h 22m 55s","3/22/2014 15:37","10th St & Constitution Ave NW","3/22/2014 17:59","10th St & Constitution Ave NW","W00927","Casual"
"0h 6m 33s","1/27/2014 12:43","Massachusetts Ave & Dupont Circle NW","1/27/2014 12:50","Wisconsin Ave & O St NW","W00020","Registered"
"0h 3m 42s","3/19/2014 14:42","Park Rd & Holmead Pl NW","3/19/2014 14:45","Georgia & New Hampshire Ave NW","W00150","Registered"
"0h 10m 28s","1/20/2014 6:18","New Hampshire Ave & T St NW","1/20/2014 6:29","20th & E St NW","W00530","Registered"
"0h 2m 52s","1/6/2014 21:41","Crystal City Metro / 18th & Bell St","1/6/2014 21:44","23rd & Crystal Dr","W21034","Registered"
"0h 12m 40s","3/27/2014 8:01","1st & K St SE","3/27/2014 8:13","New York Ave & 15th St NW","W01364","Registered"
"0h 9m 8s","3/5/2014 15:06","8th & East Capitol St NE","3/5/2014 15:15","13th & D St NE","W21301","Registered"
"0h 11m 16s","3/5/2014 9:31","Columbia Rd & Georgia Ave NW","3/5/2014 9:43","17th St & Massachusetts Ave NW","W00487","Registered"
"0h 5m 6s","1/31/2014 8:35","Columbus Circle / Union Station","1/31/2014 8:40","8th & F St NE","W20169","Registered"
"0h 5m 16s","3/2/2014 16:38","14th & D St SE","3/2/2014 16:43","3rd St & Pennsylvania Ave SE","W20013","Registered"
"0h 6m 10s","3/24/2014 6:40","Thomas Circle","3/24/2014 6:46","10th & E St NW","W00012","Registered"
"0h 40m 49s","3/11/2014 16:45","6th St & Indiana Ave NW","3/11/2014 17:25","Massachusetts Ave & Dupont Circle NW","W00850","Casual"
"0h 11m 44s","2/20/2014 17:23","13th St & New York Ave NW","2/20/2014 17:35","3rd & H St NE","W00884","Registered"
"0h 23m 37s","3/9/2014 17:43","10th & E St NW","3/9/2014 18:07","17th & K St NW / Farragut Square","W00815","Casual"
"0h 2m 39s","3/26/2014 8:35","Adams Mill & Columbia Rd NW","3/26/2014 8:38","Calvert St & Woodley Pl NW","W00106","Registered"
"0h 12m 18s","1/31/2014 17:11","8th & H St NW","1/31/2014 17:24","8th & F St NE","W00664","Registered"
"0h 37m 21s","2/18/2014 14:48","3rd & H St NW","2/18/2014 15:26","Smithsonian / Jefferson Dr & 12th St SW","W20983","Registered"
"0h 10m 26s","2/9/2014 13:51","17th St & Massachusetts Ave NW","2/9/2014 14:01","5th St & Massachusetts Ave NW","W00716","Registered"
"0h 11m 39s","3/7/2014 7:03","Georgia Ave and Fairmont St NW","3/7/2014 7:15","15th & K St NW","W20920","Registered"
"0h 5m 30s","2/18/2014 21:45","California St & Florida Ave NW","2/18/2014 21:51","15th & P St NW","W00401","Registered"
"0h 7m 57s","1/22/2014 12:07","5th & K St NW","1/22/2014 12:15","6th St & Indiana Ave NW","W20377","Registered"
"0h 7m 54s","1/27/2014 11:03","22nd & I St NW / Foggy Bottom","1/27/2014 11:11","Wisconsin Ave & O St NW","W21081","Registered"
"0h 34m 51s","1/20/2014 13:54","Harvard St & Adams Mill Rd NW","1/20/2014 14:29","Georgetown Harbor / 30th St NW","W00152","Casual"
"0h 13m 44s","3/10/2014 8:37","14th & Rhode Island Ave NW","3/10/2014 8:50","4th & D St NW / Judiciary Square","W21119","Registered"
"0h 2m 46s","2/6/2014 11:56","12th & Irving St NE","2/6/2014 11:58","12th & Newton St NE","W21483","Registered"
"0h 54m 0s","3/31/2014 9:36","Massachusetts Ave & Dupont Circle NW","3/31/2014 10:30","Georgetown Harbor / 30th St NW","W20421","Casual"
"0h 6m 19s","1/8/2014 19:18","US Dept of State / Virginia Ave & 21st St NW","1/8/2014 19:24","17th & K St NW / Farragut Square","W01094","Registered"
"0h 8m 13s","3/21/2014 12:14","15th & P St NW","3/21/2014 12:22","24th & N St NW","W00589","Registered"
"0h 14m 53s","2/1/2014 16:45","10th & E St NW","2/1/2014 17:00","17th & Corcoran St NW","W00872","Registered"
"0h 3m 24s","3/31/2014 12:54","Norfolk Ave & Fairmont St","3/31/2014 12:57","Battery Ln & Trolley Trail","W21314","Registered"
"0h 6m 30s","2/20/2014 14:27","D St & Maryland Ave NE","2/20/2014 14:33","3rd & D St SE","W00989","Registered"
"0h 9m 36s","1/2/2014 16:13","New York Ave & 15th St NW","1/2/2014 16:23","L'Enfant Plaza / 7th & C St SW","W20817","Registered"
"0h 10m 8s","3/6/2014 8:55","16th & Harvard St NW","3/6/2014 9:05","17th & K St NW","W20739","Registered"
"0h 11m 9s","3/10/2014 6:10","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","3/10/2014 6:21","34th St & Wisconsin Ave NW","W21121","Registered"
"0h 10m 48s","1/31/2014 12:53","New Hampshire Ave & T St NW","1/31/2014 13:04","Lamont & Mt Pleasant NW","W20964","Casual"
"0h 4m 46s","1/17/2014 17:36","20th & O St NW / Dupont South","1/17/2014 17:41","14th & Rhode Island Ave NW","W00565","Registered"
"0h 9m 0s","3/6/2014 17:59","Convention Center / 7th & M St NW","3/6/2014 18:08","3rd & Elm St NW","W21392","Registered"
"0h 4m 34s","1/31/2014 7:50","15th & P St NW","1/31/2014 7:54","15th & K St NW","W21336","Registered"
"0h 3m 53s","1/17/2014 19:36","20th St & Florida Ave NW","1/17/2014 19:39","17th & Corcoran St NW","W01195","Registered"
"0h 12m 8s","3/5/2014 13:21","8th & East Capitol St NE","3/5/2014 13:33","4th & E St SW","W20651","Registered"
"0h 5m 14s","3/21/2014 20:00","13th & U St NW","3/21/2014 20:05","17th & Corcoran St NW","W00172","Registered"
"0h 6m 26s","1/13/2014 19:32","Massachusetts Ave & Dupont Circle NW","1/13/2014 19:38","14th & Rhode Island Ave NW","W20551","Registered"
"0h 4m 40s","2/6/2014 21:07","18th St & Wyoming Ave NW","2/6/2014 21:12","13th & U St NW","W20216","Registered"
"0h 5m 20s","1/31/2014 17:56","20th & E St NW","1/31/2014 18:01","17th & K St NW","W20543","Registered"
"0h 0m 3s","2/26/2014 13:43","Park Rd & Holmead Pl NW","2/26/2014 13:43","Park Rd & Holmead Pl NW","W00439","Registered"
"0h 17m 34s","2/23/2014 13:40","15th & P St NW","2/23/2014 13:58","Park Rd & Holmead Pl NW","W20653","Registered"
"0h 3m 23s","2/23/2014 15:12","Bladensburg Rd & Benning Rd NE","2/23/2014 15:15","Gallaudet / 8th St & Florida Ave NE","W21003","Registered"
"0h 21m 52s","2/23/2014 10:55","20th & E St NW","2/23/2014 11:17","8th & D St NW","W20598","Casual"
"0h 5m 26s","3/18/2014 17:57","Eastern Market Metro / Pennsylvania Ave & 7th St SE","3/18/2014 18:02","15th St & Massachusetts Ave SE","W01213","Registered"
"0h 19m 6s","3/27/2014 9:13","17th & Rhode Island Ave NW","3/27/2014 9:32","North Capitol St & F St NW","W00097","Registered"
"0h 7m 1s","3/12/2014 12:10","Maryland & Independence Ave SW","3/12/2014 12:17","Independence Ave & L'Enfant Plaza SW/DOE","W01074","Casual"
"2h 2m 54s","3/14/2014 16:43","6th & H St NE","3/14/2014 18:46","13th & H St NE","W01398","Casual"
"0h 14m 38s","3/28/2014 19:09","3rd & Tingey St SE","3/28/2014 19:23","15th & East Capitol St NE","W20753","Registered"
"0h 12m 41s","2/25/2014 16:53","19th St & Pennsylvania Ave NW","2/25/2014 17:05","17th & Corcoran St NW","W01185","Casual"
"0h 12m 57s","3/11/2014 8:01","14th & Belmont St NW","3/11/2014 8:14","US Dept of State / Virginia Ave & 21st St NW","W00520","Registered"
"0h 6m 23s","3/20/2014 12:31","17th & K St NW","3/20/2014 12:37","Metro Center / 12th & G St NW","W20769","Registered"
"0h 20m 5s","3/31/2014 16:09","19th St & Constitution Ave NW","3/31/2014 16:29","10th St & Constitution Ave NW","W00921","Casual"
"0h 10m 21s","1/20/2014 18:32","25th St & Pennsylvania Ave NW","1/20/2014 18:42","14th & Rhode Island Ave NW","W00037","Registered"
"0h 20m 31s","1/14/2014 17:32","4th & D St NW / Judiciary Square","1/14/2014 17:52","20th & O St NW / Dupont South","W20508","Registered"
"0h 8m 27s","1/2/2014 8:13","15th & East Capitol St NE","1/2/2014 8:21","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00761","Registered"
"0h 10m 12s","2/22/2014 10:07","10th St & Constitution Ave NW","2/22/2014 10:17","Convention Center / 7th & M St NW","W21453","Registered"
"0h 5m 31s","1/12/2014 10:32","14th & Rhode Island Ave NW","1/12/2014 10:38","21st & M St NW","W01067","Registered"
"0h 22m 8s","2/1/2014 13:17","15th & East Capitol St NE","2/1/2014 13:39","5th & F St NW","W20113","Registered"
"0h 14m 33s","2/6/2014 21:17","10th & E St NW","2/6/2014 21:32","14th & Belmont St NW","W00378","Registered"
"0h 8m 41s","2/18/2014 20:11","14th & G St NW","2/18/2014 20:20","3rd & H St NW","W20613","Registered"
"0h 7m 23s","2/26/2014 6:56","Eastern Market Metro / Pennsylvania Ave & 7th St SE","2/26/2014 7:03","Columbus Circle / Union Station","W20032","Registered"
"0h 10m 23s","3/14/2014 16:45","13th St & New York Ave NW","3/14/2014 16:55","US Dept of State / Virginia Ave & 21st St NW","W00594","Registered"
"0h 3m 6s","3/8/2014 19:56","8th & East Capitol St NE","3/8/2014 19:59","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20947","Registered"
"0h 3m 34s","3/19/2014 10:46","22nd & I St NW / Foggy Bottom","3/19/2014 10:49","24th & N St NW","W20905","Registered"
"0h 25m 10s","3/25/2014 5:54","Wisconsin Ave & O St NW","3/25/2014 6:19","Tenleytown / Wisconsin Ave & Albemarle St NW","W00914","Registered"
"0h 9m 42s","3/26/2014 8:27","Columbia Rd & Belmont St NW","3/26/2014 8:36","24th & N St NW","W20627","Registered"
"0h 6m 15s","2/12/2014 6:40","California St & Florida Ave NW","2/12/2014 6:47","24th & N St NW","W20297","Registered"
"0h 10m 32s","3/21/2014 9:52","10th St & Constitution Ave NW","3/21/2014 10:03","19th St & Constitution Ave NW","W21386","Registered"
"0h 34m 54s","2/12/2014 14:18","Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir","2/12/2014 14:53","19th St & Pennsylvania Ave NW","W00604","Casual"
"0h 9m 56s","2/21/2014 10:06","17th & K St NW","2/21/2014 10:16","14th & V St NW","W20643","Casual"
"0h 4m 47s","3/18/2014 13:36","18th St & Pennsylvania Ave NW","3/18/2014 13:41","13th St & New York Ave NW","W01479","Registered"
"0h 8m 54s","3/9/2014 16:29","D St & Maryland Ave NE","3/9/2014 16:38","14th & D St SE","W00049","Registered"
"0h 5m 3s","2/8/2014 14:13","14th & V St NW","2/8/2014 14:18","7th & T St NW","W01299","Registered"
"0h 24m 49s","3/22/2014 13:00","M St & Pennsylvania Ave NW","3/22/2014 13:24","Constitution Ave & 2nd St NW/DOL","W21644","Casual"
"0h 6m 33s","2/28/2014 16:47","20th & O St NW / Dupont South","2/28/2014 16:53","15th & P St NW","W21406","Registered"
"0h 18m 12s","2/6/2014 19:28","Norfolk Ave & Fairmont St","2/6/2014 19:47","Connecticut & Nebraska Ave NW","W21060","Registered"
"0h 11m 22s","1/16/2014 21:59","Florida Ave & R St NW","1/16/2014 22:11","Massachusetts Ave & Dupont Circle NW","W01486","Registered"
"0h 19m 13s","2/2/2014 15:49","S Joyce & Army Navy Dr","2/2/2014 16:08","Columbia Pike & S Courthouse Rd","W21008","Registered"
"0h 16m 59s","1/6/2014 18:00","14th & D St NW / Ronald Reagan Building","1/6/2014 18:17","18th St & Wyoming Ave NW","W20595","Registered"
"0h 8m 9s","1/25/2014 23:00","21st & M St NW","1/25/2014 23:08","15th & P St NW","W01363","Registered"
"0h 8m 20s","3/8/2014 10:45","19th St & Pennsylvania Ave NW","3/8/2014 10:54","14th & G St NW","W00755","Registered"
"0h 4m 58s","3/27/2014 8:11","19th & K St NW","3/27/2014 8:16","19th & E Street NW","W21456","Registered"
"0h 8m 41s","1/19/2014 11:23","3rd & Elm St NW","1/19/2014 11:31","14th & R St NW","W20218","Registered"
"0h 28m 0s","3/11/2014 18:52","3rd & H St NE","3/11/2014 19:20","3rd & H St NE","W20982","Registered"
"0h 8m 14s","1/23/2014 9:29","11th & K St NW","1/23/2014 9:37","19th & L St NW","W20947","Registered"
"0h 5m 3s","2/3/2014 17:46","17th & Rhode Island Ave NW","2/3/2014 17:51","14th & Rhode Island Ave NW","W00040","Registered"
"0h 6m 59s","1/14/2014 7:15","Van Ness Metro / UDC","1/14/2014 7:22","3000 Connecticut Ave NW / National Zoo","W20168","Registered"
"0h 52m 28s","3/1/2014 16:27","Jefferson Memorial","3/1/2014 17:20","14th & D St NW / Ronald Reagan Building","W00537","Casual"
"0h 13m 32s","1/15/2014 8:08","3rd & H St NE","1/15/2014 8:21","14th & D St NW / Ronald Reagan Building","W00194","Registered"
"0h 8m 18s","3/6/2014 9:17","10th & U St NW","3/6/2014 9:25","12th & L St NW","W01457","Registered"
"0h 5m 52s","2/24/2014 17:23","1st & M St NE","2/24/2014 17:29","8th & F St NE","W00731","Registered"
"0h 2m 31s","3/24/2014 19:15","20th & O St NW / Dupont South","3/24/2014 19:18","21st & M St NW","W21531","Casual"
"0h 15m 25s","3/20/2014 19:26","25th St & Pennsylvania Ave NW","3/20/2014 19:41","Columbia Rd & Belmont St NW","W20450","Registered"
"0h 5m 20s","3/14/2014 18:59","Adams Mill & Columbia Rd NW","3/14/2014 19:04","14th & Belmont St NW","W20655","Registered"
"0h 2m 53s","1/14/2014 19:22","18th St & Wyoming Ave NW","1/14/2014 19:25","Adams Mill & Columbia Rd NW","W20549","Registered"
"0h 7m 13s","1/14/2014 10:04","4th & E St SW","1/14/2014 10:11","7th & F St NW / National Portrait Gallery","W00249","Registered"
"0h 3m 49s","2/3/2014 20:01","Columbia Rd & Belmont St NW","2/3/2014 20:05","16th & Harvard St NW","W20392","Registered"
"0h 14m 26s","1/20/2014 18:24","15th St & Massachusetts Ave SE","1/20/2014 18:38","7th & F St NW / National Portrait Gallery","W20426","Registered"
"0h 4m 36s","2/25/2014 12:27","11th & M St NW","2/25/2014 12:31","13th St & New York Ave NW","W20731","Registered"
"0h 10m 4s","2/11/2014 22:36","Massachusetts Ave & Dupont Circle NW","2/11/2014 22:46","5th St & Massachusetts Ave NW","W20295","Registered"
"0h 10m 22s","2/15/2014 19:30","11th & M St NW","2/15/2014 19:40","7th & F St NW / National Portrait Gallery","W01007","Registered"
"0h 0m 8s","1/19/2014 21:46","3rd & D St SE","1/19/2014 21:46","3rd & D St SE","W20804","Registered"
"0h 10m 30s","1/10/2014 9:09","Lynn & 19th St North","1/10/2014 9:20","34th St & Wisconsin Ave NW","W21499","Registered"
"1h 22m 12s","3/15/2014 17:04","10th St & Constitution Ave NW","3/15/2014 18:26","14th & D St NW / Ronald Reagan Building","W20820","Casual"
"0h 6m 32s","3/24/2014 7:58","Lincoln Park / 13th & East Capitol St NE ","3/24/2014 8:05","3rd & H St NE","W01405","Registered"
"0h 14m 56s","1/4/2014 15:24","14th & D St SE","1/4/2014 15:39","1st & K St SE","W20922","Registered"
"0h 6m 3s","1/15/2014 16:17","11th & H St NE","1/15/2014 16:23","3rd & H St NE","W00249","Registered"
"0h 14m 9s","2/11/2014 19:25","11th & F St NW","2/11/2014 19:39","14th & V St NW","W00919","Registered"
"0h 6m 27s","3/6/2014 23:20","Tenleytown / Wisconsin Ave & Albemarle St NW","3/6/2014 23:27","Connecticut & Nebraska Ave NW","W21367","Registered"
"0h 23m 38s","2/1/2014 16:30","15th & N Scott St","2/1/2014 16:53","Lincoln Memorial","W21387","Casual"
"0h 19m 42s","1/20/2014 13:50","1st & M St NE","1/20/2014 14:10","New Hampshire Ave & T St NW","W00982","Registered"
"0h 5m 42s","1/9/2014 12:12","5th & K St NW","1/9/2014 12:18","Florida Ave & R St NW","W21488","Registered"
"0h 9m 32s","1/1/2014 14:25","3rd & D St SE","1/1/2014 14:35","13th & D St NE","W21537","Registered"
"0h 21m 14s","3/8/2014 17:12","19th & L St NW","3/8/2014 17:33","3rd & H St NE","W20976","Registered"
"0h 14m 41s","1/5/2014 14:24","11th & H St NE","1/5/2014 14:39","13th St & New York Ave NW","W01187","Registered"
"0h 12m 29s","2/4/2014 18:16","22nd & I St NW / Foggy Bottom","2/4/2014 18:29","15th & P St NW","W20440","Registered"
"0h 5m 18s","1/14/2014 17:59","Columbus Circle / Union Station","1/14/2014 18:04","11th & H St NE","W21275","Registered"
"0h 3m 3s","2/10/2014 7:45","17th & Rhode Island Ave NW","2/10/2014 7:48","20th & L St NW","W00332","Registered"
"0h 25m 44s","3/21/2014 13:54","21st St & Pennsylvania Ave NW","3/21/2014 14:20","14th & D St SE","W20083","Registered"
"0h 11m 34s","1/27/2014 16:52","14th & D St NW / Ronald Reagan Building","1/27/2014 17:04","4th & E St SW","W00530","Registered"
"0h 12m 56s","2/17/2014 15:59","11th & F St NW","2/17/2014 16:11","4th & East Capitol St NE","W00318","Registered"
"0h 15m 3s","1/14/2014 19:37","17th & Rhode Island Ave NW","1/14/2014 19:53","1st & Rhode Island Ave NW","W21267","Registered"
"0h 6m 3s","3/28/2014 21:52","8th & F St NE","3/28/2014 21:58","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01032","Registered"
"0h 2m 46s","3/11/2014 8:29","King Farm Blvd & Piccard Dr","3/11/2014 8:32","Piccard & W Gude Dr","W21602","Registered"
"0h 8m 4s","3/5/2014 18:59","21st & I St NW","3/5/2014 19:07","17th & Corcoran St NW","W20643","Registered"
"0h 6m 5s","1/27/2014 16:50","14th & R St NW","1/27/2014 16:56","7th & R St NW / Shaw Library","W21275","Registered"
"0h 10m 32s","3/6/2014 8:59","Thomas Circle","3/6/2014 9:09","North Capitol St & F St NW","W21005","Registered"
"0h 5m 47s","1/31/2014 17:28","North Capitol St & F St NW","1/31/2014 17:34","M St & Delaware Ave NE","W21568","Registered"
