"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 14min. 28sec.","10/7/2010 18:02","10/7/2010 18:17","USDA / 12th & Independence Ave SW (31217)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00508","Registered"
"0h 10min. 43sec.","11/1/2010 14:32","11/1/2010 14:43","McPherson Square - 14th & H St NW (31216)","16th & U St NW (31229)","W00127","Registered"
"0h 9min. 31sec.","11/23/2010 16:58","11/23/2010 17:07","10th St & Constitution Ave NW (31219)","North Capitol St & F St NW (31624)","W00758","Registered"
"0h 2min. 42sec.","11/13/2010 12:25","11/13/2010 12:28","14th & D St SE (31607)","Potomac & Pennsylvania Ave SE (31606)","W00642","Registered"
"0h 7min. 5sec.","12/5/2010 0:47","12/5/2010 0:55","Adams Mill & Columbia Rd NW (31104)","16th & U St NW (31229)","W00124","Registered"
"0h 11min. 53sec.","11/25/2010 13:59","11/25/2010 14:11","4th St & Massachusetts Ave NW (31604)","New York Ave & 15th St NW (31222)","W01076","Registered"
"0h 5min. 28sec.","11/14/2010 16:00","11/14/2010 16:06","10th & U St NW (31111)","17th & Corcoran St NW (31214)","W00516","Registered"
"0h 9min. 46sec.","10/21/2010 9:52","10/21/2010 10:02","S Glebe & Potomac Ave (31010)","23rd & Crystal Dr (31011)","W00049","Registered"
"0h 19min. 8sec.","12/3/2010 17:03","12/3/2010 17:22","15th & P St NW (31201)","Georgia & New Hampshire Ave NW (31400)","W00859","Registered"
"0h 10min. 36sec.","11/14/2010 16:12","11/14/2010 16:23","14th & Rhode Island Ave NW (31203)","Massachusetts Ave & Dupont Circle NW (31200)","W00478","Registered"
"0h 10min. 19sec.","10/18/2010 18:01","10/18/2010 18:11","19th St & Pennsylvania Ave NW (31100)","Massachusetts Ave & Dupont Circle NW (31200)","W00353","Registered"
"0h 7min. 3sec.","10/17/2010 19:31","10/17/2010 19:38","17th & Corcoran St NW (31214)","21st & M St NW (31212)","W00342","Registered"
"0h 20min. 28sec.","11/6/2010 16:21","11/6/2010 16:41","5th St & K St NW (31600)","18th & M St NW (31221)","W00655","Registered"
"0h 13min. 59sec.","11/28/2010 20:02","11/28/2010 20:16","8th & H St NW (31228)","21st & M St NW (31212)","W00970","Registered"
"0h 3min. 50sec.","12/13/2010 8:31","12/13/2010 8:34","US Dept of State / Virginia Ave & 21st St NW (31220)","21st & I St NW (31205)","W00785","Registered"
"0h 8min. 31sec.","12/4/2010 15:13","12/4/2010 15:21","Massachusetts Ave & Dupont Circle NW (31200)","19th St & Pennsylvania Ave NW (31100)","W00945","Registered"
"0h 21min. 25sec.","12/17/2010 17:14","12/17/2010 17:36","Columbus Circle / Union Station (31623)","19th & L St NW (31224)","W00771","Registered"
"0h 14min. 43sec.","10/22/2010 16:17","10/22/2010 16:32","Georgia & New Hampshire Ave NW (31400)","14th & R St NW (31202)","W00205","Registered"
"0h 20min. 6sec.","11/14/2010 16:23","11/14/2010 16:43","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00922","Registered"
"0h 18min. 36sec.","12/2/2010 8:17","12/2/2010 8:36","Eastern Market / 7th & North Carolina Ave SE (31610)","New York Ave & 15th St NW (31222)","W00935","Registered"
"0h 12min. 41sec.","11/26/2010 8:28","11/26/2010 8:40","11th & Kenyon St NW (31102)","13th St & New York Ave NW (31227)","W00567","Registered"
"0h 13min. 33sec.","10/23/2010 8:01","10/23/2010 8:14","14th St Heights / 14th & Crittenden St NW (31402)","14th & R St NW (31202)","W01055","Registered"
"0h 6min. 40sec.","11/24/2010 18:45","11/24/2010 18:52","Lamont & Mt Pleasant NW (31107)","14th St & Spring Rd NW (31401)","W00618","Registered"
"0h 8min. 3sec.","12/31/2010 1:39","12/31/2010 1:47","11th & Kenyon St NW (31102)","Adams Mill & Columbia Rd NW (31104)","W01024","Registered"
"0h 13min. 7sec.","12/30/2010 10:37","12/30/2010 10:50","Good Hope & Naylor Rd SE (31700)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00799","Registered"
"0h 20min. 36sec.","10/31/2010 16:57","10/31/2010 17:18","13th & H St NE (31611)","Potomac & Pennsylvania Ave SE (31606)","W00165","Registered"
"1h 46min. 54sec.","9/26/2010 14:26","9/26/2010 16:13","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W01068","Registered"
"0h 11min. 3sec.","12/14/2010 19:54","12/14/2010 20:05","17th & K St NW [formerly 17th & L St NW] (31213)","Adams Mill & Columbia Rd NW (31104)","W00918","Registered"
"0h 15min. 15sec.","11/20/2010 17:56","11/20/2010 18:11","13th St & New York Ave NW (31227)","17th & Corcoran St NW (31214)","W00922","Registered"
"0h 3min. 33sec.","9/23/2010 13:15","9/23/2010 13:18","19th St & Pennsylvania Ave NW (31100)","20th & E St NW (31204)","W00508","Registered"
"0h 11min. 8sec.","12/6/2010 13:29","12/6/2010 13:40","4th & M St SW (31108)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00701","Registered"
"0h 6min. 41sec.","10/25/2010 20:22","10/25/2010 20:29","18th & M St NW (31221)","16th & U St NW (31229)","W00546","Registered"
"0h 3min. 32sec.","9/27/2010 0:12","9/27/2010 0:16","Adams Mill & Columbia Rd NW (31104)","16th & Harvard St NW (31103)","W00833","Registered"
"0h 4min. 52sec.","12/4/2010 10:36","12/4/2010 10:40","8th & Eye St SE / Barracks Row (31608)","M St & New Jersey Ave SE (31208)","W00516","Registered"
"0h 1min. 41sec.","12/4/2010 15:32","12/4/2010 15:33","10th St & Constitution Ave NW (31219)","10th St & Constitution Ave NW (31219)","W00352","Registered"
"0h 29min. 24sec.","11/27/2010 6:53","11/27/2010 7:22","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W00897","Casual"
"0h 15min. 3sec.","12/11/2010 19:00","12/11/2010 19:15","17th & Corcoran St NW (31214)","10th & U St NW (31111)","W00019","Registered"
"0h 9min. 7sec.","11/28/2010 15:44","11/28/2010 15:53","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00575","Casual"
"0h 29min. 47sec.","10/5/2010 9:06","10/5/2010 9:36","Lamont & Mt Pleasant NW (31107)","19th St & Pennsylvania Ave NW (31100)","W00755","Registered"
"1h 37min. 24sec.","10/30/2010 16:35","10/30/2010 18:12","16th & Harvard St NW (31103)","Van Ness Metro / UDC (31300)","W00166","Casual"
"0h 16min. 41sec.","10/11/2010 20:59","10/11/2010 21:16","Ward Circle / American University (31301)","Massachusetts Ave & Dupont Circle NW (31200)","W00074","Casual"
"0h 0min. 9sec.","12/13/2010 19:45","12/13/2010 19:46","13th & H St NE (31611)","13th & H St NE (31611)","W00998","Registered"
"0h 16min. 48sec.","11/12/2010 17:39","11/12/2010 17:56","19th & L St NW (31224)","14th & Harvard St NW (31105)","W01105","Registered"
"0h 34min. 47sec.","9/24/2010 18:50","9/24/2010 19:25","Massachusetts Ave & Dupont Circle NW (31200)","4th & Adams St NE (31500)","W00322","Casual"
"0h 3min. 32sec.","12/18/2010 10:13","12/18/2010 10:17","12th & Army Navy Dr (31008)","18th & Bell St (31007)","W00374","Registered"
"0h 6min. 49sec.","12/7/2010 15:03","12/7/2010 15:10","McPherson Square - 14th & H St NW (31216)","North Capitol St & F St NW (31624)","W00140","Registered"
"0h 12min. 25sec.","11/11/2010 12:56","11/11/2010 13:08","4th & M St SW (31108)","5th & F St NW (31620)","W01022","Registered"
"0h 5min. 2sec.","12/7/2010 22:03","12/7/2010 22:08","16th & U St NW (31229)","15th & P St NW (31201)","W00809","Registered"
"0h 11min. 26sec.","11/12/2010 9:01","11/12/2010 9:13","17th & K St NW [formerly 17th & L St NW] (31213)","20th & E St NW (31204)","W00792","Registered"
"0h 6min. 27sec.","9/22/2010 18:44","9/22/2010 18:50","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00903","Registered"
"0h 7min. 59sec.","12/21/2010 18:35","12/21/2010 18:43","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","19th & East Capitol St SE (31601)","W00898","Registered"
"0h 13min. 13sec.","10/18/2010 21:01","10/18/2010 21:14","10th St & Constitution Ave NW (31219)","7th & Water St SW / SW Waterfront (31609)","W00375","Registered"
"0h 9min. 24sec.","10/17/2010 15:15","10/17/2010 15:25","Ward Circle / American University (31301)","Wisconsin Ave & Macomb St NW (31302)","W00957","Registered"
"0h 11min. 11sec.","9/27/2010 18:03","9/27/2010 18:14","14th & V St NW (31101)","Georgia Ave and Fairmont St NW (31207)","W00742","Registered"
"0h 8min. 56sec.","10/31/2010 16:08","10/31/2010 16:17","Wisconsin Ave & Macomb St NW (31302)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","w00527","Registered"
"1h 11min. 6sec.","10/12/2010 22:14","10/12/2010 23:25","8th & H St NW (31228)","8th & H St NW (31228)","W00091","Casual"
"0h 46min. 46sec.","10/8/2010 13:13","10/8/2010 14:00","8th & Eye St SE / Barracks Row (31608)","8th & Eye St SE / Barracks Row (31608)","W00762","Casual"
"0h 5min. 45sec.","12/24/2010 10:06","12/24/2010 10:12","Lamont & Mt Pleasant NW (31107)","Park Rd & Holmead Pl NW (31602)","W00768","Registered"
"0h 14min. 52sec.","11/9/2010 21:50","11/9/2010 22:05","Connecticut Ave & Newark St NW / Cleveland Park (31305)","20th St & Florida Ave NW (31110)","W00252","Registered"
"0h 8min. 31sec.","12/22/2010 9:33","12/22/2010 9:42","M St & New Jersey Ave SE (31208)","L'Enfant Plaza / 7th & C St SW (31218)","W01001","Registered"
"0h 16min. 33sec.","11/17/2010 23:27","11/17/2010 23:44","Calvert St & Woodley Pl NW (31106)","14th St & Spring Rd NW (31401)","W00239","Registered"
"0h 12min. 57sec.","10/28/2010 18:13","10/28/2010 18:26","20th & E St NW (31204)","Massachusetts Ave & Dupont Circle NW (31200)","W00280","Registered"
"0h 3min. 54sec.","12/1/2010 20:18","12/1/2010 20:22","19th & L St NW (31224)","Massachusetts Ave & Dupont Circle NW (31200)","W00745","Registered"
"0h 24min. 33sec.","11/2/2010 8:44","11/2/2010 9:09","Adams Mill & Columbia Rd NW (31104)","North Capitol St & F St NW (31624)","W00540","Registered"
"0h 19min. 6sec.","10/29/2010 9:18","10/29/2010 9:37","11th & Kenyon St NW (31102)","North Capitol St & F St NW (31624)","W01102","Registered"
"0h 15min. 25sec.","12/15/2010 18:40","12/15/2010 18:55","Connecticut Ave & Newark St NW / Cleveland Park (31305)","34th St & Wisconsin Ave NW (31226)","W00757","Registered"
"0h 14min. 42sec.","12/3/2010 9:03","12/3/2010 9:18","Florida Ave & R St NW (31503)","New York Ave & 15th St NW (31222)","W00051","Registered"
"0h 14min. 40sec.","11/1/2010 16:34","11/1/2010 16:49","37th & O St NW / Georgetown University (31236)","19th & L St NW (31224)","W00482","Casual"
"1h 34min. 21sec.","12/25/2010 17:52","12/25/2010 19:26","5th & F St NW (31620)","5th & F St NW (31620)","W00744","Registered"
"0h 4min. 29sec.","11/23/2010 0:32","11/23/2010 0:36","Massachusetts Ave & Dupont Circle NW (31200)","20th St & Florida Ave NW (31110)","W00563","Casual"
"0h 36min. 15sec.","10/17/2010 11:04","10/17/2010 11:40","Massachusetts Ave & Dupont Circle NW (31200)","L'Enfant Plaza / 7th & C St SW (31218)","W00194","Casual"
"0h 27min. 14sec.","10/16/2010 7:55","10/16/2010 8:22","New York Ave & 15th St NW (31222)","New York Ave & 15th St NW (31222)","W01059","Casual"
"0h 4min. 49sec.","11/12/2010 21:30","11/12/2010 21:34","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","14th & D St SE (31607)","W00730","Registered"
"0h 23min. 41sec.","11/30/2010 20:22","11/30/2010 20:46","US Dept of State / Virginia Ave & 21st St NW (31220)","10th & U St NW (31111)","W00331","Registered"
"0h 20min. 15sec.","11/10/2010 17:46","11/10/2010 18:06","5th & F St NW (31620)","13th & D St NE (31622)","W00570","Registered"
"0h 17min. 28sec.","11/5/2010 19:44","11/5/2010 20:02","14th & Harvard St NW (31105)","Calvert St & Woodley Pl NW (31106)","W00194","Registered"
"0h 17min. 43sec.","11/30/2010 17:46","11/30/2010 18:04","13th St & New York Ave NW (31227)","14th & Rhode Island Ave NW (31203)","W00043","Casual"
"0h 18min. 37sec.","12/13/2010 17:50","12/13/2010 18:08","8th & H St NW (31228)","7th & T St NW (31109)","W01032","Registered"
"0h 22min. 16sec.","9/28/2010 17:45","9/28/2010 18:07","4th St & Massachusetts Ave NW (31604)","8th & Eye St SE / Barracks Row (31608)","W00338","Registered"
"0h 4min. 3sec.","11/17/2010 8:42","11/17/2010 8:46","19th St & Pennsylvania Ave NW (31100)","19th & E Street NW (31206)","W00371","Registered"
"0h 7min. 40sec.","9/29/2010 17:36","9/29/2010 17:44","14th & R St NW (31202)","21st & M St NW (31212)","W00540","Registered"
"0h 13min. 18sec.","11/30/2010 17:37","11/30/2010 17:50","Calvert St & Woodley Pl NW (31106)","Georgia & New Hampshire Ave NW (31400)","W01006","Registered"
"0h 9min. 4sec.","12/18/2010 18:02","12/18/2010 18:11","3rd & D St SE (31605)","Potomac & Pennsylvania Ave SE (31606)","W00468","Registered"
"0h 5min. 31sec.","11/11/2010 19:37","11/11/2010 19:43","Eastern Market / 7th & North Carolina Ave SE (31610)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00704","Registered"
"0h 3min. 35sec.","10/20/2010 21:15","10/20/2010 21:18","14th & Rhode Island Ave NW (31203)","Massachusetts Ave & Dupont Circle NW (31200)","W00039","Registered"
"0h 18min. 35sec.","10/24/2010 11:46","10/24/2010 12:04","C & O Canal & Wisconsin Ave NW (31225)","21st & M St NW (31212)","W00916","Casual"
"0h 26min. 41sec.","11/13/2010 17:56","11/13/2010 18:22","Georgetown Harbor / 30th St NW (31215)","Lamont & Mt Pleasant NW (31107)","W00371","Registered"
"0h 10min. 21sec.","11/30/2010 18:08","11/30/2010 18:19","M St & New Jersey Ave SE (31208)","Potomac & Pennsylvania Ave SE (31606)","W00542","Registered"
"0h 5min. 0sec.","11/12/2010 17:58","11/12/2010 18:03","25th St & Pennsylvania Ave NW (31237)","C & O Canal & Wisconsin Ave NW (31225)","W00915","Registered"
"0h 9min. 17sec.","11/10/2010 15:29","11/10/2010 15:38","1st & M St NE (31603)","13th & H St NE (31611)","W00853","Casual"
"0h 19min. 33sec.","10/20/2010 17:33","10/20/2010 17:52","1st & M St NE (31603)","Park Rd & Holmead Pl NW (31602)","W00776","Registered"
"0h 7min. 6sec.","12/1/2010 20:58","12/1/2010 21:05","14th & Harvard St NW (31105)","16th & Harvard St NW (31103)","W00570","Registered"
"0h 16min. 2sec.","11/23/2010 16:36","11/23/2010 16:52","13th St & New York Ave NW (31227)","Kennedy Center (31211)","W00476","Registered"
"0h 4min. 53sec.","11/29/2010 16:41","11/29/2010 16:45","10th St & Constitution Ave NW (31219)","L'Enfant Plaza / 7th & C St SW (31218)","W00963","Registered"
"0h 13min. 48sec.","12/5/2010 13:44","12/5/2010 13:58","Adams Mill & Columbia Rd NW (31104)","8th & H St NW (31228)","W00275","Registered"
"0h 0min. 58sec.","10/25/2010 21:58","10/25/2010 21:59","10th & U St NW (31111)","10th & U St NW (31111)","W00935","Registered"
"0h 29min. 58sec.","11/24/2010 16:11","11/24/2010 16:41","Georgia & New Hampshire Ave NW (31400)","21st & M St NW (31212)","W00938","Registered"
"0h 21min. 59sec.","11/19/2010 21:32","11/19/2010 21:54","14th & G St NW (31238)","Eckington Pl & Q St NE (31505)","W00335","Casual"
"0h 3min. 0sec.","11/15/2010 14:37","11/15/2010 14:40","S Glebe & Potomac Ave (31010)","27th & Crystal Dr (31009)","W00100","Registered"
"0h 35min. 6sec.","9/28/2010 14:59","9/28/2010 15:34","14th & Rhode Island Ave NW (31203)","21st & M St NW (31212)","W00850","Registered"
"0h 7min. 15sec.","12/2/2010 8:04","12/2/2010 8:11","L'Enfant Plaza / 7th & C St SW (31218)","5th & F St NW (31620)","W00850","Registered"
"0h 7min. 19sec.","12/22/2010 9:15","12/22/2010 9:22","Lamont & Mt Pleasant NW (31107)","17th & Corcoran St NW (31214)","W00235","Registered"
"0h 30min. 29sec.","10/24/2010 22:15","10/24/2010 22:46","Calvert St & Woodley Pl NW (31106)","Calvert St & Woodley Pl NW (31106)","W01088","Casual"
"0h 15min. 44sec.","11/9/2010 20:04","11/9/2010 20:19","4th St & Massachusetts Ave NW (31604)","USDA / 12th & Independence Ave SW (31217)","W00672","Registered"
"0h 15min. 37sec.","10/26/2010 16:24","10/26/2010 16:40","10th St & Constitution Ave NW (31219)","17th & Corcoran St NW (31214)","W00354","Registered"
"0h 6min. 44sec.","11/12/2010 9:16","11/12/2010 9:23","21st & M St NW (31212)","Georgetown Harbor / 30th St NW (31215)","W00810","Registered"
"0h 9min. 54sec.","11/11/2010 17:29","11/11/2010 17:39","14th & D St SE (31607)","3rd & D St SE (31605)","W00816","Registered"
"0h 6min. 5sec.","11/20/2010 10:49","11/20/2010 10:55","Potomac & Pennsylvania Ave SE (31606)","8th & Eye St SE / Barracks Row (31608)","W00113","Registered"
"1h 3min. 23sec.","11/3/2010 14:27","11/3/2010 15:31","USDA / 12th & Independence Ave SW (31217)","10th St & Constitution Ave NW (31219)","W00722","Casual"
"0h 9min. 54sec.","11/9/2010 7:59","11/9/2010 8:09","Adams Mill & Columbia Rd NW (31104)","21st & I St NW (31205)","W00400","Registered"
"0h 44min. 11sec.","11/14/2010 20:58","11/14/2010 21:42","14th & V St NW (31101)","Georgia & New Hampshire Ave NW (31400)","W00164","Casual"
"0h 4min. 29sec.","11/13/2010 20:24","11/13/2010 20:29","16th & Harvard St NW (31103)","Park Rd & Holmead Pl NW (31602)","W00890","Registered"
"0h 25min. 14sec.","12/2/2010 21:27","12/2/2010 21:52","21st & M St NW (31212)","18th & Bell St (31007)","W00614","Registered"
"0h 12min. 15sec.","11/16/2010 8:10","11/16/2010 8:23","Adams Mill & Columbia Rd NW (31104)","20th & E St NW (31204)","W00039","Registered"
"0h 1min. 15sec.","11/11/2010 17:24","11/11/2010 17:25","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00629","Registered"
"1h 40min. 26sec.","9/23/2010 11:24","9/23/2010 13:05","21st & I St NW (31205)","S Joyce & Army Navy Dr (31006)","W01008","Casual"
"0h 0min. 32sec.","12/11/2010 9:16","12/11/2010 9:17","14th & Rhode Island Ave NW (31203)","14th & Rhode Island Ave NW (31203)","W00540","Registered"
"0h 8min. 14sec.","12/28/2010 8:39","12/28/2010 8:47","4th & M St SW (31108)","Alta Bicycle Share Demonstration Station (31999)","W00465","Registered"
"0h 7min. 28sec.","11/30/2010 18:07","11/30/2010 18:15","17th & Corcoran St NW (31214)","Adams Mill & Columbia Rd NW (31104)","W00910","Registered"
"0h 18min. 12sec.","11/5/2010 12:56","11/5/2010 13:14","16th & U St NW (31229)","14th & Harvard St NW (31105)","W00359","Registered"
"0h 25min. 55sec.","11/18/2010 11:19","11/18/2010 11:45","L'Enfant Plaza / 7th & C St SW (31218)","19th & L St NW (31224)","W00085","Casual"
"0h 15min. 54sec.","11/16/2010 9:07","11/16/2010 9:23","34th St & Wisconsin Ave NW (31226)","19th St & Pennsylvania Ave NW (31100)","W00736","Registered"
"0h 14min. 53sec.","10/9/2010 19:39","10/9/2010 19:54","14th & R St NW (31202)","Park Rd & Holmead Pl NW (31602)","W00280","Registered"
"0h 8min. 27sec.","11/24/2010 13:45","11/24/2010 13:54","15th & P St NW (31201)","17th & K St NW [formerly 17th & L St NW] (31213)","W00682","Registered"
"0h 1min. 44sec.","11/19/2010 8:25","11/19/2010 8:27","16th & Harvard St NW (31103)","14th & Harvard St NW (31105)","W00623","Registered"
"0h 10min. 35sec.","12/17/2010 23:51","12/18/2010 0:01","Lamont & Mt Pleasant NW (31107)","Calvert St & Woodley Pl NW (31106)","W00081","Registered"
"0h 8min. 40sec.","11/8/2010 16:45","11/8/2010 16:54","Lamont & Mt Pleasant NW (31107)","Georgia & New Hampshire Ave NW (31400)","W00203","Registered"
"0h 6min. 54sec.","11/16/2010 21:16","11/16/2010 21:23","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W00316","Registered"
"0h 31min. 49sec.","10/31/2010 15:27","10/31/2010 15:59","18th & Bell St (31007)","21st & M St NW (31212)","W00836","Casual"
"0h 6min. 40sec.","10/22/2010 7:47","10/22/2010 7:53","19th & L St NW (31224)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00654","Registered"
