"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 7min. 1sec.","4/26/2011 18:58","4/26/2011 19:05","34th St & Wisconsin Ave NW (31226)","C & O Canal & Wisconsin Ave NW (31225)","W00005","Registered"
"0h 8min. 55sec.","4/7/2011 12:36","4/7/2011 12:45","5th & F St NW (31620)","17th & K St NW [formerly 17th & L St NW] (31213)","W00762","Registered"
"0h 11min. 29sec.","6/6/2011 16:49","6/6/2011 17:00","M St & New Jersey Ave SE (31208)","Columbus Circle / Union Station (31623)","W00804","Registered"
"0h 17min. 15sec.","6/14/2011 16:04","6/14/2011 16:21","Wisconsin Ave & Macomb St NW (31302)","16th & U St NW (31229)","W01076","Registered"
"0h 18min. 4sec.","6/12/2011 22:24","6/12/2011 22:42","10th St & Constitution Ave NW (31219)","USDA / 12th & Independence Ave SW (31217)","W00662","Casual"
"0h 3min. 51sec.","4/11/2011 11:56","4/11/2011 12:00","4th & East Capitol St NE (31618)","3rd & D St SE (31605)","W00247","Registered"
"0h 10min. 22sec.","4/16/2011 11:10","4/16/2011 11:20","Lincoln Park / 13th & East Capitol St NE  (31619)","4th St & Massachusetts Ave NW (31604)","W00962","Registered"
"0h 12min. 44sec.","6/11/2011 13:58","6/11/2011 14:10","4th & M St SW (31108)","7th & F St NW / National Portrait Gallery (31232)","W00066","Registered"
"0h 7min. 0sec.","5/23/2011 19:28","5/23/2011 19:35","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","3rd & H St NE (31616)","W00549","Registered"
"0h 4min. 10sec.","6/6/2011 19:13","6/6/2011 19:18","Massachusetts Ave & Dupont Circle NW (31200)","16th & U St NW (31229)","W00135","Registered"
"0h 8min. 41sec.","6/18/2011 1:25","6/18/2011 1:34","Massachusetts Ave & Dupont Circle NW (31200)","5th St & K St NW (31600)","W00502","Registered"
"0h 8min. 1sec.","6/22/2011 18:32","6/22/2011 18:40","Adams Mill & Columbia Rd NW (31104)","Georgia Ave and Fairmont St NW (31207)","W00106","Registered"
"0h 5min. 27sec.","5/9/2011 18:06","5/9/2011 18:12","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00674","Registered"
"0h 3min. 33sec.","6/25/2011 20:42","6/25/2011 20:45","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","3rd & D St SE (31605)","W00860","Registered"
"0h 9min. 22sec.","4/29/2011 8:20","4/29/2011 8:30","14th & V St NW (31101)","McPherson Square - 14th & H St NW (31216)","W00091","Registered"
"0h 6min. 48sec.","6/14/2011 8:37","6/14/2011 8:44","17th & K St NW / Farragut Square (31233)","19th St & Constitution Ave NW (31235)","W00197","Registered"
"0h 52min. 33sec.","6/19/2011 17:19","6/19/2011 18:12","19th St & Constitution Ave NW (31235)","3rd & H St NE (31616)","W00426","Casual"
"0h 3min. 15sec.","6/30/2011 18:00","6/30/2011 18:03","8th & H St NW (31228)","14th & G St NW (31238)","W00714","Registered"
"0h 10min. 57sec.","5/20/2011 9:50","5/20/2011 10:01","McPherson Square - 14th & H St NW (31216)","5th St & K St NW (31600)","W00085","Registered"
"0h 21min. 24sec.","6/2/2011 21:09","6/2/2011 21:31","13th & H St NE (31611)","Florida Ave & R St NW (31503)","W01010","Registered"
"0h 13min. 38sec.","5/17/2011 19:31","5/17/2011 19:45","North Capitol St & F St NW (31624)","14th & V St NW (31101)","W00551","Registered"
"0h 6min. 15sec.","6/20/2011 20:43","6/20/2011 20:50","16th & Harvard St NW (31103)","17th & Corcoran St NW (31214)","W00504","Registered"
"0h 13min. 24sec.","4/27/2011 19:20","4/27/2011 19:34","Georgia Ave and Fairmont St NW (31207)","Massachusetts Ave & Dupont Circle NW (31200)","W00346","Registered"
"0h 11min. 54sec.","6/8/2011 13:32","6/8/2011 13:44","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W00630","Registered"
"0h 12min. 2sec.","6/27/2011 4:53","6/27/2011 5:05","4th & M St SW (31108)","14th & D St NW / Ronald Reagan Building (31231)","W00329","Registered"
"0h 17min. 52sec.","6/21/2011 12:56","6/21/2011 13:14","3rd & D St SE (31605)","USDA / 12th & Independence Ave SW (31217)","W00820","Casual"
"0h 6min. 21sec.","5/3/2011 17:31","5/3/2011 17:38","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00580","Registered"
"0h 7min. 22sec.","4/30/2011 20:18","4/30/2011 20:25","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00697","Casual"
"0h 20min. 45sec.","4/6/2011 9:00","4/6/2011 9:20","Adams Mill & Columbia Rd NW (31104)","US Dept of State / Virginia Ave & 21st St NW (31220)","W01124","Registered"
"0h 18min. 0sec.","5/16/2011 1:46","5/16/2011 2:04","Columbus Circle / Union Station (31623)","17th & Corcoran St NW (31214)","W00952","Registered"
"0h 6min. 52sec.","6/10/2011 9:22","6/10/2011 9:29","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Adams Mill & Columbia Rd NW (31104)","W00469","Registered"
"0h 19min. 34sec.","5/18/2011 11:02","5/18/2011 11:21","17th & K St NW [formerly 17th & L St NW] (31213)","Lincoln Park / 13th & East Capitol St NE  (31619)","W01080","Registered"
"0h 10min. 55sec.","6/3/2011 21:07","6/3/2011 21:18","15th & P St NW (31201)","8th & H St NW (31228)","W00279","Registered"
"0h 5min. 56sec.","4/18/2011 20:26","4/18/2011 20:32","17th & Corcoran St NW (31214)","10th & U St NW (31111)","W00493","Registered"
"0h 6min. 35sec.","5/23/2011 8:34","5/23/2011 8:41","Lynn & 19th St North (31014)","C & O Canal & Wisconsin Ave NW (31225)","W00483","Registered"
"0h 4min. 55sec.","6/2/2011 7:43","6/2/2011 7:48","21st & I St NW (31205)","19th & E Street NW (31206)","W00131","Registered"
"0h 7min. 55sec.","6/24/2011 21:17","6/24/2011 21:25","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00030","Registered"
"0h 8min. 51sec.","5/25/2011 15:06","5/25/2011 15:14","18th & M St NW (31221)","19th St & Pennsylvania Ave NW (31100)","W00411","Registered"
"0h 11min. 5sec.","5/7/2011 15:48","5/7/2011 15:59","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Bladensburg Rd & Benning Rd NE (31617)","W00876","Registered"
"0h 36min. 39sec.","5/28/2011 12:11","5/28/2011 12:48","US Dept of State / Virginia Ave & 21st St NW (31220)","L'Enfant Plaza / 7th & C St SW (31218)","W00344","Casual"
"0h 5min. 13sec.","6/3/2011 11:23","6/3/2011 11:28","3rd & D St SE (31605)","4th & East Capitol St NE (31618)","W00848","Registered"
"0h 24min. 57sec.","5/24/2011 17:15","5/24/2011 17:39","19th & L St NW (31224)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00977","Registered"
"0h 6min. 11sec.","4/27/2011 17:57","4/27/2011 18:04","Convention Center / 7th & M St NW (31223)","15th & P St NW (31201)","W00286","Registered"
"0h 12min. 22sec.","4/19/2011 21:28","4/19/2011 21:40","17th & Corcoran St NW (31214)","7th & T St NW (31109)","W00350","Registered"
"0h 6min. 59sec.","5/8/2011 18:56","5/8/2011 19:03","Georgia & New Hampshire Ave NW (31400)","Georgia & New Hampshire Ave NW (31400)","W00124","Registered"
"0h 9min. 33sec.","4/24/2011 12:44","4/24/2011 12:53","15th & P St NW (31201)","7th & T St NW (31109)","W00407","Registered"
"0h 4min. 52sec.","4/2/2011 22:11","4/2/2011 22:16","5th & F St NW (31620)","5th St & K St NW (31600)","W00538","Registered"
"0h 18min. 24sec.","5/20/2011 20:38","5/20/2011 20:57","US Dept of State / Virginia Ave & 21st St NW (31220)","16th & U St NW (31229)","W00557","Registered"
"0h 5min. 51sec.","5/5/2011 11:55","5/5/2011 12:01","20th St & Florida Ave NW (31110)","Massachusetts Ave & Dupont Circle NW (31200)","W00219","Casual"
"0h 23min. 24sec.","5/26/2011 16:39","5/26/2011 17:03","5th & F St NW (31620)","Adams Mill & Columbia Rd NW (31104)","W01085","Registered"
"0h 5min. 50sec.","5/7/2011 11:08","5/7/2011 11:14","13th & D St NE (31622)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00580","Registered"
"0h 15min. 24sec.","5/17/2011 17:35","5/17/2011 17:51","Park Rd & Holmead Pl NW (31602)","Calvert St & Woodley Pl NW (31106)","W00008","Registered"
"0h 3min. 38sec.","4/3/2011 9:46","4/3/2011 9:50","14th & D St SE (31607)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00975","Registered"
"0h 14min. 14sec.","5/31/2011 8:25","5/31/2011 8:40","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00311","Registered"
"0h 12min. 35sec.","5/26/2011 20:17","5/26/2011 20:29","16th & Harvard St NW (31103)","14th & R St NW (31202)","W00412","Registered"
"0h 12min. 40sec.","6/21/2011 8:08","6/21/2011 8:21","4th & East Capitol St NE (31618)","5th & F St NW (31620)","W00792","Registered"
"0h 8min. 28sec.","6/11/2011 14:15","6/11/2011 14:24","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W01062","Registered"
"0h 18min. 9sec.","5/10/2011 19:22","5/10/2011 19:41","7th & F St NW / National Portrait Gallery (31232)","Eckington Pl & Q St NE (31505)","W00017","Casual"
"0h 3min. 25sec.","5/1/2011 19:17","5/1/2011 19:21","Convention Center / 7th & M St NW (31223)","8th & H St NW (31228)","W00215","Registered"
"0h 3min. 33sec.","4/20/2011 18:27","4/20/2011 18:31","20th & E St NW (31204)","19th St & Pennsylvania Ave NW (31100)","W00264","Registered"
"0h 2min. 55sec.","6/24/2011 12:19","6/24/2011 12:22","4th St & Massachusetts Ave NW (31604)","North Capitol St & F St NW (31624)","W00494","Registered"
"0h 9min. 59sec.","6/6/2011 20:33","6/6/2011 20:43","14th & G St NW (31238)","20th & E St NW (31204)","W00508","Registered"
"0h 42min. 55sec.","4/8/2011 12:52","4/8/2011 13:35","21st & M St NW (31212)","10th St & Constitution Ave NW (31219)","W00176","Casual"
"0h 19min. 19sec.","5/18/2011 7:25","5/18/2011 7:44","14th & Harvard St NW (31105)","Columbus Circle / Union Station (31623)","W00633","Registered"
"0h 3min. 25sec.","6/7/2011 20:13","6/7/2011 20:16","New York Ave & 15th St NW (31222)","13th St & New York Ave NW (31227)","W01110","Registered"
"1h 3min. 3sec.","6/18/2011 21:04","6/18/2011 22:07","Georgetown Harbor / 30th St NW (31215)","4th St & Massachusetts Ave NW (31604)","W00392","Casual"
"0h 15min. 7sec.","5/28/2011 19:30","5/28/2011 19:45","3rd & H St NE (31616)","19th & East Capitol St SE (31601)","W00595","Registered"
"0h 11min. 56sec.","4/26/2011 17:40","4/26/2011 17:52","New York Ave & 15th St NW (31222)","15th & P St NW (31201)","W00277","Registered"
"0h 19min. 48sec.","4/19/2011 20:24","4/19/2011 20:44","13th St & New York Ave NW (31227)","3rd & D St SE (31605)","W01058","Registered"
"0h 10min. 5sec.","6/7/2011 9:34","6/7/2011 9:44","18th & M St NW (31221)","Metro Center / 12th & G St NW (31230)","W00102","Registered"
"0h 5min. 7sec.","5/19/2011 10:48","5/19/2011 10:53","14th & R St NW (31202)","Massachusetts Ave & Dupont Circle NW (31200)","W00767","Registered"
"0h 5min. 59sec.","6/15/2011 22:56","6/15/2011 23:02","8th & H St NW (31228)","Convention Center / 7th & M St NW (31223)","W01000","Registered"
"0h 5min. 43sec.","5/26/2011 20:35","5/26/2011 20:41","3rd & H St NE (31616)","1st & M St NE (31603)","W00686","Registered"
"0h 5min. 46sec.","5/2/2011 21:08","5/2/2011 21:14","M St & New Jersey Ave SE (31208)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00898","Registered"
"0h 4min. 36sec.","4/27/2011 14:45","4/27/2011 14:50","17th & Corcoran St NW (31214)","17th & K St NW [formerly 17th & L St NW] (31213)","W01034","Registered"
"0h 12min. 49sec.","4/21/2011 15:23","4/21/2011 15:36","Massachusetts Ave & Dupont Circle NW (31200)","10th & U St NW (31111)","W00166","Registered"
"0h 13min. 51sec.","4/1/2011 17:08","4/1/2011 17:22","North Capitol St & F St NW (31624)","4th & M St SW (31108)","W00483","Registered"
"0h 33min. 30sec.","5/21/2011 17:38","5/21/2011 18:12","USDA / 12th & Independence Ave SW (31217)","11th & Kenyon St NW (31102)","W01023","Casual"
"0h 44min. 8sec.","4/30/2011 20:04","4/30/2011 20:48","19th St & Constitution Ave NW (31235)","1st & M St NE (31603)","W00953","Casual"
"0h 16min. 0sec.","5/24/2011 15:56","5/24/2011 16:12","37th & O St NW / Georgetown University (31236)","16th & U St NW (31229)","W01048","Registered"
"0h 7min. 16sec.","4/2/2011 10:34","4/2/2011 10:41","C & O Canal & Wisconsin Ave NW (31225)","21st & I St NW (31205)","W00720","Casual"
"0h 5min. 29sec.","4/17/2011 8:24","4/17/2011 8:30","13th & D St NE (31622)","Columbus Circle / Union Station (31623)","W00634","Casual"
"0h 4min. 53sec.","6/3/2011 21:43","6/3/2011 21:48","3rd & D St SE (31605)","M St & New Jersey Ave SE (31208)","W00529","Registered"
"0h 8min. 14sec.","6/24/2011 11:26","6/24/2011 11:35","5th St & K St NW (31600)","15th & P St NW (31201)","W00869","Registered"
"0h 12min. 37sec.","4/5/2011 8:39","4/5/2011 8:52","14th St & Spring Rd NW (31401)","14th & G St NW (31238)","W00685","Registered"
"0h 10min. 35sec.","6/24/2011 17:08","6/24/2011 17:18","New York Ave & 15th St NW (31222)","USDA / 12th & Independence Ave SW (31217)","W00517","Registered"
"0h 30min. 27sec.","4/18/2011 19:42","4/18/2011 20:12","C & O Canal & Wisconsin Ave NW (31225)","15th & P St NW (31201)","W00647","Registered"
"0h 7min. 25sec.","5/17/2011 18:10","5/17/2011 18:18","14th & Rhode Island Ave NW (31203)","17th & Corcoran St NW (31214)","W00993","Registered"
"0h 6min. 51sec.","4/20/2011 7:33","4/20/2011 7:40","18th & M St NW (31221)","17th & Corcoran St NW (31214)","W00480","Registered"
"0h 17min. 31sec.","5/10/2011 16:52","5/10/2011 17:09","15th & P St NW (31201)","14th & Harvard St NW (31105)","W01055","Registered"
"0h 53min. 28sec.","5/12/2011 12:57","5/12/2011 13:51","14th & G St NW (31238)","14th & Rhode Island Ave NW (31203)","W00420","Registered"
"0h 4min. 30sec.","4/5/2011 14:02","4/5/2011 14:07","Lincoln Park / 13th & East Capitol St NE  (31619)","4th & East Capitol St NE (31618)","W00554","Registered"
"0h 20min. 31sec.","5/8/2011 14:59","5/8/2011 15:20","C & O Canal & Wisconsin Ave NW (31225)","18th & M St NW (31221)","W00730","Casual"
"0h 11min. 21sec.","4/21/2011 10:09","4/21/2011 10:21","37th & O St NW / Georgetown University (31236)","19th & E Street NW (31206)","W00996","Registered"
"0h 5min. 19sec.","5/31/2011 8:13","5/31/2011 8:18","4th St & Massachusetts Ave NW (31604)","Columbus Circle / Union Station (31623)","W00899","Registered"
"2h 8min. 35sec.","6/19/2011 13:05","6/19/2011 15:14","C & O Canal & Wisconsin Ave NW (31225)","Georgetown Harbor / 30th St NW (31215)","W00664","Casual"
"0h 7min. 52sec.","6/23/2011 18:09","6/23/2011 18:17","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","13th & D St NE (31622)","W00159","Registered"
"4h 13min. 56sec.","6/4/2011 13:12","6/4/2011 17:26","4th & East Capitol St NE (31618)","Van Ness Metro / UDC (31300)","W00977","Casual"
"0h 7min. 16sec.","6/10/2011 12:55","6/10/2011 13:02","Columbus Circle / Union Station (31623)","13th & H St NE (31611)","W00829","Registered"
"0h 8min. 34sec.","5/15/2011 0:34","5/15/2011 0:43","14th & Rhode Island Ave NW (31203)","8th & H St NW (31228)","W01044","Registered"
"0h 12min. 58sec.","6/4/2011 19:33","6/4/2011 19:46","Lynn & 19th St North (31014)","19th St & Pennsylvania Ave NW (31100)","W00563","Registered"
"0h 8min. 1sec.","4/19/2011 9:20","4/19/2011 9:28","Potomac & Pennsylvania Ave SE (31606)","3rd & D St SE (31605)","W01054","Registered"
"0h 29min. 43sec.","6/4/2011 6:05","6/4/2011 6:35","12th & Newton St NE (31501)","Calvert St & Woodley Pl NW (31106)","W00140","Registered"
"0h 8min. 39sec.","6/29/2011 9:56","6/29/2011 10:04","25th St & Pennsylvania Ave NW (31237)","20th St & Florida Ave NW (31110)","W00992","Registered"
"0h 3min. 32sec.","6/1/2011 17:38","6/1/2011 17:41","17th & Corcoran St NW (31214)","15th & P St NW (31201)","W00534","Registered"
"0h 0min. 10sec.","5/14/2011 12:49","5/14/2011 12:49","37th & O St NW / Georgetown University (31236)","37th & O St NW / Georgetown University (31236)","W00566","Registered"
"0h 29min. 38sec.","6/15/2011 21:42","6/15/2011 22:11","1st & N ST SE (31209)","14th & R St NW (31202)","W00185","Registered"
"0h 9min. 8sec.","6/14/2011 15:49","6/14/2011 15:58","M St & New Jersey Ave SE (31208)","Columbus Circle / Union Station (31623)","W00157","Registered"
"0h 14min. 47sec.","6/24/2011 8:16","6/24/2011 8:31","Adams Mill & Columbia Rd NW (31104)","19th St & Pennsylvania Ave NW (31100)","W01102","Registered"
"0h 4min. 2sec.","6/20/2011 14:33","6/20/2011 14:37","16th & U St NW (31229)","Massachusetts Ave & Dupont Circle NW (31200)","W00345","Registered"
"0h 14min. 48sec.","5/23/2011 22:05","5/23/2011 22:20","Calvert St & Woodley Pl NW (31106)","36th & Calvert St NW / Glover Park (31304)","W00208","Registered"
"0h 6min. 54sec.","5/12/2011 20:58","5/12/2011 21:05","10th St & Constitution Ave NW (31219)","5th & F St NW (31620)","W00781","Registered"
"0h 9min. 2sec.","6/21/2011 15:53","6/21/2011 16:02","7th & F St NW / National Portrait Gallery (31232)","14th & Rhode Island Ave NW (31203)","W00576","Registered"
"0h 11min. 53sec.","6/6/2011 17:28","6/6/2011 17:40","14th & Rhode Island Ave NW (31203)","19th St & Constitution Ave NW (31235)","W00798","Registered"
"0h 3min. 36sec.","4/21/2011 9:00","4/21/2011 9:04","14th & R St NW (31202)","17th & Corcoran St NW (31214)","W00777","Registered"
"0h 7min. 52sec.","6/23/2011 16:30","6/23/2011 16:38","27th & Crystal Dr (31009)","18th & Bell St (31007)","W01093","Registered"
"0h 3min. 16sec.","6/23/2011 11:56","6/23/2011 11:59","21st & I St NW (31205)","21st & M St NW (31212)","W00204","Registered"
"0h 14min. 10sec.","5/15/2011 19:14","5/15/2011 19:28","7th & F St NW / National Portrait Gallery (31232)","14th & R St NW (31202)","W00540","Registered"
"2h 29min. 52sec.","6/27/2011 17:54","6/27/2011 20:24","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00691","Casual"
"0h 6min. 34sec.","4/14/2011 19:16","4/14/2011 19:22","Columbus Circle / Union Station (31623)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00647","Registered"
"0h 56min. 17sec.","4/29/2011 19:37","4/29/2011 20:33","18th & Bell St (31007)","37th & O St NW / Georgetown University (31236)","W00430","Registered"
"0h 5min. 50sec.","6/24/2011 18:50","6/24/2011 18:56","Park Rd & Holmead Pl NW (31602)","14th & Harvard St NW (31105)","W00083","Registered"
"0h 7min. 51sec.","6/29/2011 20:25","6/29/2011 20:33","New York Ave & 15th St NW (31222)","21st & I St NW (31205)","? (0xEB7B5641)","Registered"
"0h 21min. 28sec.","5/1/2011 13:41","5/1/2011 14:03","21st & I St NW (31205)","1st & M St NE (31603)","W00310","Registered"
"1h 12min. 6sec.","5/7/2011 11:16","5/7/2011 12:28","New York Ave & 15th St NW (31222)","3rd & H St NE (31616)","W00393","Casual"
"0h 15min. 36sec.","5/9/2011 19:56","5/9/2011 20:11","7th & F St NW / National Portrait Gallery (31232)","14th & V St NW (31101)","W00948","Registered"
"3h 15min. 45sec.","5/21/2011 15:33","5/21/2011 18:48","15th & Crystal Dr (31003)","15th & Crystal Dr (31003)","W00642","Casual"
"0h 21min. 38sec.","6/10/2011 16:40","6/10/2011 17:02","McPherson Square - 14th & H St NW (31216)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00137","Registered"
"0h 8min. 15sec.","5/30/2011 18:07","5/30/2011 18:15","16th & Harvard St NW (31103)","15th & P St NW (31201)","W00645","Registered"
"1h 52min. 38sec.","6/22/2011 10:56","6/22/2011 12:49","17th & K St NW / Farragut Square (31233)","17th & K St NW / Farragut Square (31233)","W00158","Casual"
"0h 2min. 16sec.","5/23/2011 21:33","5/23/2011 21:35","Calvert St & Woodley Pl NW (31106)","Adams Mill & Columbia Rd NW (31104)","W00101","Registered"
"0h 6min. 7sec.","4/9/2011 18:57","4/9/2011 19:03","1st & M St NE (31603)","Florida Ave & R St NW (31503)","W00397","Registered"
